# UT99 Map Dependencies - Extracted Mi 28. Jan 14:37:34 CET 2026
# Format: MapName|Package1,Package2,Package3,...

DM-512K-StalwartBasementV2.unr|AmbCity,AmbModern,Botpack,Core,DoorsMod,Engine,HubEffects,Metalmys,Strider,UnrealShare,UTtech1
DM-512K-Templeness.unr|AmbAncient,Ancient,Botpack,Crypt2,Crypt_FX,Engine,FireEng,LavaFX,Metalmys,ShaneDay,UnrealShare
DM-512K-TheBeatGoesOn_V5a.unr|Botpack,Core,CTF,Engine,firebr,GenFluid,GenFX,LadrArrow,Metalmys,Mine,SGTech1,ShaneDay,Skaarj,SkyBox,UnrealI,UnrealShare,UTtech2,XbpFX,Xtortion
DM-512K-Thunderdome.unr|Botpack,Egypt,Engine,Lian-X,Metalmys,Mine,SpaceFX,UnrealI,UnrealShare,UTtech2
DM-512K-Thunderdome_withBrushes.unr|Botpack,Egypt,Engine,Lian-X,Metalmys,Mine,SpaceFX,UnrealI,UnrealShare,UTtech2
DM-512k-Vjenceslav.unr|AmbAncient,AmbModern,Botpack,Core,Coret_FX,DoorsMod,Engine,GenFluid,Lian-X,Mine,NaliCast,Razor-ub,UnrealShare,UTtech1,uttech2,UTtech3
DM-5cubes-mistersauerkraut.unr|Botpack,Engine,Mech8,UTtech1
DM-Agio.unr|AmbOutside,Botpack,Core,Crypt,DoorsAnc,Engine,Enigma,genfluid,GenFX,Liquids,NaliCast,ShaneDay,UnrealShare,UT,UTcrypt
DM-Agony.unr|AmbAncient,AmbOutside,Botpack,Core,Course,DoorsAnc,Engine,genfluid,genfx,Indus6,NaliCast,NaliFX,shanechurch,skybox,UnrealI,UTcrypt,UTtech1
DM-AmonRa.unr|AmbAncient,AmbOutside,Ancient,Botpack,Core,DoorsAnc,Egypt,EgyptPan,Engine,Enigma,GreatFire,GreatFire2,ShaneDay,UnrealI,UnrealShare
DM-Anatia.unr|AmbAncient,AmbModern,AmbOutside,Botpack,Engine,Enigma,GenEarth,GenFX,GenIn,Indus6,Metalmys,Mine,PlayrShp,RainFX,shaneDAY,ShaneSky,Skybox,Slums,UnrealShare,UT,UTtech1,UTtech2
DM-ArcaneTemple.unr|AmbOutside,Ancient,Botpack,chizraefx,Core,Engine,GenEarth,genfluid,genfx,GenIn,GreatFire,HubEffects,Lock,NaliCast,RainFX,ShaneDay,ShaneSky,skybox,UnrealShare
DM-Barricade.unr|AmbModern,AmbOutside,Botpack,Core,DoorsAnc,Engine,GenFluid,GenFX,GenIn,Indus6,NaliCast,Phantom,ShaneChurch,ShaneSky,SkyCity,SpaceFX,UnrealI,UnrealShare,utcrypt,UTtech1,XFX
DM-Bishop.unr|AmbOutside,Botpack,Core,Course,DoorsAnc,Engine,GenFX,Liquids,NaliCast,ShaneChurch,ShaneSky,Skybox,UnrealShare,UTcrypt,UWindow
DM-chitza.unr|AmbAncient,AmbModern,AmbOutside,Ancient,Botpack,Core,DecayedS,Engine,GenEarth,genfluid,GenFX,GenIn,Liquids,Metalmys,Mine,NaliCast,ShaneSky,Skybox,UnrealI,UnrealShare,UTtech1
DM-Closer.unr|Botpack,Core,Detail,DoorsMod,Engine,GenFX,Lock,Mine,SGTech1,UMenu,UnrealShare
DM-CloseToTheEdge.unr|AmbAncient,AmbOutside,Ancient,ArenaTex,Botpack,city,Core,Engine,GenEarth,GenFluid,Skaarj,UnrealI,UnrealShare
DM-CMC-ChaosKeep.unr|Activates,AmbAncient,AmbOutside,Ancient,Botpack,ChizraEFX,Core,Crypt,Crypt2,DoorsAnc,Editor,Engine,firebr,GenEarth,genfluid,GenFX,GenIn,GreatFire,Indus6,Liquids,Mine,NaliCast,NaliFX,ShaneSky,Skybox,SkyCity,UnrealI,UnrealShare
DM-CMC-Constantine-v6.unr|AmbAncient,AmbModern,AmbOutside,Ancient,Botpack,Core,Crypt2,Engine,GenEarth,genfluid,GenFX,GreatFire,LavaFX,NaliCast,Razor-ub,ShaneChurch,ShaneDay,ShaneSky,SkyCity,UnrealI,UnrealShare,UT,UTcrypt
DM-CMC-Letitia.unr|AmbAncient,AmbOutside,Ancient,Arabia01HER,Botpack,Core,Editor,Engine,GenFX,GenIn,HubEffects,Liquids,NaliFX,UnrealShare
DM-CMC-Lords_Of_TheVoid(Final).unr|AmbAncient,AmbOutside,Botpack,Core,Crypt2,Crypt_FX,Engine,firebr,GenFluid,GenFX,PlayrShp,ShaneChurch,SpaceFX,UnrealI,UnrealShare,UTtech1,_whiteboxing
DM-CMC-MansionOfChaos.unr|Botpack,Core,Egypt,EgyptPan,Engine,MansionChaos,mind_dimension-LoopEdit,NaliCast,ReactiveDecos,ShaneChurch,ShaneSky,UnrealShare
DM-Codex.unr|Ambancient,AmbOutside,Ancient,Botpack,Core,DoorsAnc,Engine,genfluid,GenFX,hubeffects,Indus6,Liquids,Mission,NaliCast,shaneDAY,ShaneSky,SKYBox,UnrealShare,utcrypt,UTtech1,uttech2
DM-Conveyor.unr|AmbModern,Botpack,city,Core,DecayedS,DoorsMod,Engine,GenEarth,GenFluid,GenFX,GenIn,LavaFX,Mine,RainFX,Run,TCrystal,UnrealShare
DM-Crane.unr|AmbCity,AmbModern,AmbOutside,Botpack,city,Core,Crypt2,DecayedS,DoorsMod,Engine,firebr,GenFluid,GenFX,GenIn,Metalmys,Mine,noxxpack,RainFX,Slums,TrenchesFX,UTtech1,xutfx
DM-Curse][.unr|Ambancient,AmbOutside,Ancient,Botpack,Core,Course,DoorsAnc,Engine,GenFluid,GenFX,Indus6,NaliCast,NaliFX,shaneDAY,ShaneSky,SKYBox,utcrypt,UTtech1
DM-Cybrosis][.unr|Activates,Ambmodern,AmbOutside,Botpack,Core,credits,DoorsMod,Engine,FractalFX,GenFX,GenIn,ISVFX,Lian-X,Liquids,Phantom,SpaceFX,UnrealI,UnrealShare,UTtech1,UTtech2,xfx
DM-Deck14][.unr|AmbModern,Botpack,Core,DecayedS,DoorsMod,Engine,GenFluid,GenFX,Liquids,Starship,UnrealShare,UTtech1
DM-Deck15][.unr|AlfaFX,AmbModern,Botpack,Core,Coret_FX,DecayedS,DoorsAnc,DoorsMod,Engine,GenFluid,Godown,UnrealShare,UTtech1,UTtech2,XFX
DM-Deck16][.unr|Ambancient,AmbModern,Botpack,Core,DecayedS,DoorsMod,Engine,GenFX,Godown,hubeffects,Mine,SpaceFX,UnrealShare,UTtech2,UTtech3
DM-Deck17.unr|AlfaFX,Ambancient,Ambmodern,AmbOutside,Core,DecayedS,Detail,Doorsmod,Engine,genfluid,GenFX,GenIn,ifxgii,JWSky,Liquids,Mine,PlayrShp,SpaceFX,Starship,UnrealI,UnrealShare
DM-Deck17][.unr|AmbModern,AmbOutside,Botpack,DecayedS,Engine,Liquids,SaveMe,UnrealI,UnrealShare,XbpFX
DM-Deck32][.unr|Botpack,Cannon,Core,DecayedS,DoorsMod,Engine,HubEffects,Mine,Scripted,ShaneDay,UnrealI,UnrealShare
DM-Deck64b][.unr|AmbAncient,Botpack,DecayedS,Engine,Mine,PlayrShp,Razor-ub,SkyCity,SpaceFX,UnrealI,UnrealShare
DM-Deck666][.unr|AmbAncient,AmbModern,Botpack,City,DecayedS,DoorsAnc,DoorsMod,Engine,genfluid,GenFX,GenIn,HubEffects,Liquids,Mech8,Metalmys,Mine,NaliCast,PlayrShp,RainFX,ShaneSky,UnrealI,UnrealShare,UTtech1
DM-Deck8][.unr|ArenaTex,Botpack,Core,Crypt,DoorsMod,Engine,genfluid,GenIn,GenWarp,UnrealShare,UTtech1,UTtech2
DM-Dogtown.unr|AmbCity,AmbModern,AmbOutside,Botpack,Core,Detail,Engine,GenFluid,GenFX,Liquids,Pan1,quickbro,UnrealShare
DM-Fetid.unr|Botpack,Core,DecayedS,DoorsMod,Engine,GenFX,Nether,Starship,UTtech1,UTtech2,XbpFX
DM-Foom.unr|AmbAncient,AmbOutside,Botpack,city,DoorsMod,Engine,Enigma,Foom100,GenFX,HubEffects,Indus6,Liquids,NaliFX,RainFX,UnrealShare
DM-Fractal.unr|AmbModern,AmbOutside,Botpack,Core,DoorsMod,Engine,FireEng,FractalFX,GenFX,Indus2,ISVFX,Mech8,Starship,UnrealShare,UTtech1
DM-Gothic.unr|Botpack,city,Core,Engine,GenEarth,GenFluid,GenFX,GenIn,Razor-ub,ShaneChurch
DM-GreenHillZone.unr|AmbAncient,Botpack,Core,Detail,Engine,Fire,NaliCast,PlayrShp,UnrealI,UnrealShare,Xtortion
DM-Grinder.unr|Botpack,Core,DoorsMod,Engine,firebr,GenEarth,genfluid,GenFX,Indus6,Metalmys,Mine,shaneDAY,SKYBox,UnrealShare,UT,UTtech1
DM-Grit-TOURNEY.unr|AmbModern,Botpack,Core,Course,DoorsMod,Engine,Extro,GenFX,HubEffects,NaliCast,SGTech1,ShaneSky,Skybox,UnrealShare,UTtech1,Xtortion
DM-HealPod][.unr|Ambmodern,Botpack,Core,DecayedS,DoorsMod,Engine,GenFX,GenIn,Suprfist,UnrealShare,UTtech1,UTtech2,UTtech3,xfx
DM-Highland.unr|AmbAncient,AmbOutside,Botpack,Core,DoorsAnc,Engine,Foregone,GenEarth,GenFX,GreatFire,LavaFX,Liquids,ShaneSky,SKYBox,SkyCity,UnrealI,UnrealShare,UT
DM-HyperBlast.unr|AmbModern,Botpack,Core,Engine,GenFX,Godown,HubEffects,Indus4,UTtech1,UTtech2
DM-KGalleon.unr|AmbAncient,AmbOutside,Botpack,Core,Crypt2,DoorsAnc,Engine,genfluid,GenFX,GenIn,HubEffects,Indus5,Indus6,Lock,Mine,NaliCast,ShaneDay,SkyCity,UnrealI,UnrealShare,UT
DM-Liandri.unr|AmbModern,Botpack,Core,Coret_FX,DecayedS,DoorsMod,Engine,GenEarth,GenFX,GenIn,Lian-X,Razor-ub,SpaceFX,UTtech1,UTtech2,UTtech3
DM-lol-Alcatraz.unr|Alcatraz,Botpack,city,Coret_FX,Crypt2,Detail,Egypt,Engine,eol,GenEarth,genfluid,Indus1,Indus5,Indus6,lol-Alcatraz,RainFX,Slums,SpaceFX,TreePack1,UnrealShare,UTtech1,WSWestern_Pack1
DM-Malevolence.unr|AmbOutside,Botpack,Core,Crypt,Crypt2,DecayedS,DoorsMod,Engine,Foregone,genfluid,genfx,Indus1,liquids,Metalmys,Mine,RainFX,skybox,Slums,TrenchesFX,UnrealShare,UT,UTtech1
DM-Midnight.unr|AmbOutside,Botpack,Core,Engine,GenEarth,Indus6,Liquids,ShaneChurch,ShaneSky,SkyCity,Skyward,UnrealI,UnrealShare
DM-Mojo][.unr|AmbAncient,AmbOutside,Botpack,Core,DoorsAnc,Engine,firebr,GenEarth,genfluid,GenIn,HubEffects,Indus6,NaliCast,NaliFX,shanechurch,ShaneDay,ShaneSky,skybox,UnrealShare,UT,UTcrypt,UTtech1
DM-Morbias][.unr|AmbModern,AmbOutside,Botpack,Core,DecayedS,DoorsMod,Engine,genfluid,GenFX,Run,shaneDAY,SKYBox,UnrealShare,uttech2,UTtech3
DM-Morpheus.unr|AmbModern,AmbOutside,Botpack,city,Core,Engine,FractalFX,genfluid,GenFX,RainFX,SaveMe,Scripted,ShaneSky,Slums,SpaceFX,UnrealI,UTtech1,UTtech2,UTtech3
DM-NWSkyscraper-V2.unr|ArenaTex,Botpack,city,Engine,GenFX,GenIn,JumpPad,LadrArrow,ShaneSky,Skylab_9000,UnrealI,UnrealShare,UTtech1
DM-Oblivion.unr|AmbModern,Botpack,Core,Engine,genfluid,GenFX,GenIn,Metalmys,Nether,RainFX,UTtech1
DM-Peak.unr|AmbAncient,AmbOutside,Botpack,Core,DoorsAnc,Engine,GenEarth,genfluid,GenFX,GenIn,HubEffects,Indus1,Indus6,NaliCast,Razor-ub,ShaneDay,UnrealShare,UTcrypt
DM-Perihelion.unr|AmbModern,AmbOutside,Botmca9,Botpack,Core,Detail,DoorsMod,Engine,GenFluid,GenFX,GenIn,UnrealShare,UTtech1
DM-PharaohsLegacy.unr|AmbAncient,AmbOutside,Botpack,DecayedS,DoorsAnc,Egypt,EgyptPan,Engine,GenFX,GreatFire,GreatFire2,Liquids,UnrealI,UnrealShare,UnWorld2,UTtech1
DM-Pharao.unr|AmbAncient,AmbOutside,Botmca9,Botpack,city,Core,Egypt,EgyptPan,Engine,GenEarth,GreatFire,Liquids,ShaneChurch,ShaneSky,SpaceFX,UnrealShare
DM-Phobos.unr|Activates,AmbModern,Botmca9,Botpack,Core,DoorsMod,Engine,genfluid,GenFX,GenIn,noxxsnd,SkyCity,UnrealI,UnrealShare,UTtech1,XbpFX
DM-Pressure.unr|AmbAncient,AmbModern,Botpack,Core,DoorsMod,Engine,firebr,GenFX,GenIn,HubEffects,Indus1,Mine,Pan1,RainFX,Slums,UnrealI,UnrealShare,UTtech1
DM-Pyramid.unr|AmbModern,AmbOutside,Ancient,Botpack,Core,Engine,GenEarth,genfluid,GenFX,JWSky,Mech8,ShaneChurch,ShaneSky,SKYBox,SkyCity,UnrealI,UnrealShare
DM-RoofTop][.unr|Botpack,Engine,Fractals,MACHINES,UnrealShare
DM-shitcity.unr|Botpack,city,Core,Crypt2,Engine,GreatFire,LavaFX,SpaceFX,Suprfist,UnrealI,UnrealShare
DM-Shrapnel][.unr|AmbModern,Botpack,city,Core,DecayedS,DoorsMod,Engine,GenEarth,genfx,Mine,RainFX,Run,Slums,TrenchesFX,UTtech1
DM-SpaceNoxx.unr|Botpack,city,Core,DoorsMod,Engine,Foregone,FractalFX,GenFluid,GenFX,JWSky,ShaneChurch,SkyCity,SpaceFX,UnrealI,uttech2,XbpFX,XFX
DM-Stalwart.unr|AmbCity,AmbModern,Botpack,Core,DoorsMod,Engine,GenIn,Liquids,Metalmys,RainFX,Strider,UnrealShare,UTtech1
DM-StalwartXL.unr|AmbCity,AmbModern,Botpack,Core,DoorsMod,Engine,GenFX,GenIn,Liquids,Metalmys,RainFX,Slums,Strider,UnrealShare,UTtech1
DM-Tempest.unr|Botpack,Botpck10,city,Core,DoorsMod,Engine,GenFX,GenIn,ShaneSky,UnrealI,UTtech1,uttech2,UTtech3
DM-Turbine.unr|AmbModern,AmbOutside,Botpack,Core,DecayedS,DoorsMod,Engine,GenFX,Indus1,Liquids,Metalmys,Mine,RainFX,Run,Slums,UnrealShare,UT,utcrypt,UTtech1
DM-UFFOv2.unr|Ambmodern,AmbOutside,Botpack,Core,Engine,GenFluid,GenFX,Organic,Queen,Skaarj,UnrealI,UnrealShare,ZeroVTele
DM-Viridian-TOURNEY.unr|AmbModern,AmbOutside,Botmca9,Botpack,Core,Engine,FractalFX,genfluid,GenFX,GenIn,Indus1,RainFX,shanechurch,Skybox,UnrealI,UnrealShare,UTtech1,uttech2
DM-WhiteDwarf][.unr|Botpack,city,Colossus,Core,Engine,GenFluid,GenFX,JWSky,ShaneSky,SkyCity,SpaceFX,UTtech1,UTtech2,XbpFX
DM-WreckingBall.unr|AmbAncient,AmbCity,AmbModern,Botpack,city,Core,Crypt,Crypt2,DoorsMod,Engine,eol,GenFX,GenIn,Indus5,Indus6,Indus7,LadrArrow,Lock,Mine,noxxpack,of1,ShaneChurch,SkyCity,Slums,SWJumpPad,UnrealShare,UT,UTtech2,XbpFX
DM-Zeto.unr|Activates,AmbModern,AmbOutside,Botpack,Core,DoorsMod,Engine,GenEarth,genfluid,GenIn,Indus1,Mech8,UnrealShare,UTtech1,UTtech3
DOM-512K-DropZone_v2.unr|Botpack,Core,Engine,GenFX,LadrArrow,Metalmys,SGTech1,SpaceFX,Starship,Suprfist,UnrealI,UnrealShare,Xtortion
DOM-512K-Qesh.unr|AmbAncient,AmbOutside,Ancient,Botpack,DoorsAnc,Engine,GenEarth,GenFX,GenIn,Liquids,SkyBox,UnrealShare,UnWorld2
DOM-Bullet.unr|Activates,Ambancient,Ambmodern,Botpack,Core,DecayedS,Detail,DoorsMod,Engine,GenFX,GenIn,Godown,HubEffects,sgtech1,UnrealShare,UTtech2
DOM-Cidom.unr|AmbAncient,AmbCity,AmbModern,AmbOutside,Botpack,city,Core,Course,Detail,Engine,eol,genfluid,GenFX,HubEffects,Indus6,shanechurch,slums,UnrealI,UnrealShare,UT,utcrypt,UTtech1
DOM-Cinder.unr|AmbModern,AmbOutside,Botpack,Core,DoorsMod,Engine,GenFX,GenIn,hubeffects,Metalmys,Mine,RainFX,Run,UnrealShare,utcrypt,UTtech1
DOM-CMC-NaliPsyenceX.unr|AmbAncient,AmbOutside,Ancient,Botpack,ChizraEFX,Core,Detail,Engine,GenFX,Indus1,Liquids,NaliCast,SkyCity,Starseek,UnrealShare,XFX
DOM-Condemned.unr|AmbAncient,AmbCity,AmbModern,Botpack,Cannon,city,Core,DecayedS,Engine,genfluid,GenFX,HubEffects,Scripted,Skybox,Slums,TrenchesFX,UnrealShare,UT,UTtech1
DOM-Cryptic.unr|AmbAncient,AmbModern,BluffFX,Botpack,Core,Crypt2,Crypt_FX,DoorsAnc,Engine,Enigma,GenEarth,genfluid,GenFX,GreatFire,LavaFX,Lian-X,NaliCast,ShaneDay,ShaneSky,Skybox,SpaceFX,UnrealShare
DOM-Gearbolt.unr|AmbModern,Botpack,Core,Coret_FX,DecayedS,DoorsMod,Engine,GenFX,GreatFire2,Indus6,Metalmys,Mine,of1,SaveMe,UnrealShare,UT,utcrypt,UTtech1
DOM-Ghardhen.unr|AmbModern,Ancient,Botpack,Core,DoorsMod,Engine,GenFX,GenIn,Indus1,Lian-X,Mech8,Mine,NivenFX,SpaceFX,UnrealShare,UTtech1,UTtech3
DOM-Lament.unr|Botpack,Core,Coret_FX,DecayedS,Engine,GenIn,Indus1,RainFX,Seeker,UTtech1
DOM-Lament][.unr|Ambmodern,Botpack,Core,DecayedS,Engine,GenFX,GenIn,rainfx,Starship,UnrealShare,UTtech1,UTtech2,UTtech3
DOM-Leadworks.unr|Ambancient,AmbModern,AmbOutside,Botpack,Core,DecayedS,DoorsMod,Engine,hubeffects,Metalmys,Mine,Nether,UnrealI,UnrealShare,UTtech1,uttech2
DOM-MetalDream.unr|Ambancient,AmbModern,AmbOutside,Botpack,Core,DecayedS,DoorsMod,Engine,firebr,GenEarth,genfluid,GenFX,hubeffects,Metalmys,noxxsnd,RainFX,ShaneChurch,shaneDAY,SKYBox,SpaceFX,Starship,UnrealI,UnrealShare,UTtech1,uttech2,XbpFX,XFX
DOM-Olden.unr|Ancient,Botpack,Core,Crypt2,DoorsAnc,Engine,genfluid,GenFX,GenIn,GreatFire,NaliFX,Nether,Old_FX,ShaneDay,ShaneSky,Skybox,UnrealShare
DOM-Sesmar.unr|AmbAncient,AmbOutside,Ancient,Botpack,Core,Egypt,EgyptPan,Engine,GenEarth,GenFX,HubEffects,UnrealShare,UnWorld2
DOM-WolfsBay.unr|AmbModern,AmbOutside,Botpack,Core,Engine,GenEarth,genfluid,GenFX,Indus3,Indus5,Indus6,Metalmys,PlayrShp,RainFX,Slums,UnrealShare,UTtech1,UTtech2,UTtech3,UWindow
Entry.unr|Botpack,Core,credits,Engine,Logo
koth_BaseStationTheta.unr|AmbModern,Botpack,ChaosGames,ChaosUT,city,Coret_FX,DDayFX,DoorsMod,Engine,GenEarth,genfluid,GenFX,GenIn,Indus5,Phantom,PlayrShp,RainFX,ShaneDay,ShaneSky,Skybox,SpaceFX,Starship,UnrealShare,utchaosmap,UTtech1,XbpFX
MA-Queens.unr|Ancient,Botpack,DoorsAnc,Engine,GenEarth,MonsterHunt,Phantom,ShaneSky,UnrealI,UnrealShare
MA-Revenge.unr|Botpack,Crypt2,Engine,GenFX,MonsterHunt,Razor-ub,UnrealI,UnrealShare
MA-RocketArena.unr|Botpack,Core,DMeffects,Engine,GenFluid,GenFX,Gomorra,Mine,MonsterHunt,NaliCast,ShaneSky,UnrealShare,XFX
MA-Winged.unr|Botpack,ChizraEFX,DoorsAnc,Engine,GenEarth,GenFX,MonsterHunt,NaliCast,ShaneDay,SkyBox,Suprfist,UnrealI,UnrealShare
MH-Canyon.unr|AmbOutside,Botpack,DoorsAnc,Engine,GenEarth,genfluid,GenFX,Liquids,MonsterHunt,NaliCast,NaliFX,Nether,ShaneDay,UnrealI,UnrealShare,XFX
MH-Forbidden.unr|AmbAncient,AmbOutside,Ancient,Botpack,DoorsAnc,Engine,GenEarth,GenFX,GreatFire,HubEffects,Liquids,MonsterHunt,NaliCast,ShaneDay,SkyBox,UnrealI,UnrealShare,UnWorld2
MH-Lonely][.unr|AmbAncient,AmbOutside,Botpack,city,Crypt,DoorsAnc,Engine,Enigma,FireEng,GenEarth,GenFX,GenIn,Indus4,Indus5,Indus6,Liquids,MonsterHunt,NaliCast,ShaneChurch,ShaneDay,UnrealI,UnrealShare
MH-NaliVillage][-SE.unr|AmbAncient,AmbOutside,Ancient,Botpack,Chizra1,Core,Detail,DoorsAnc,Engine,GenEarth,genfluid,GenFX,GenIn,GenTerra,Liquids,Mine,MonsterHunt,NaliCast,ShaneDay,SkyBox,UnrealI,UnrealShare
MH-NaliVillage][.unr|AmbAncient,AmbOutside,Ancient,Botpack,Chizra1,Core,DoorsAnc,Engine,GenEarth,genfluid,GenFX,GenIn,GenTerra,Liquids,Mine,MonsterHunt,NaliCast,ShaneDay,SkyBox,Skycity,UnrealI,UnrealShare
MH-Revenge][-SE.unr|Ancient,Botpack,Core,Detail,DoorsAnc,Egypt,EgyptPan,Engine,GenFX,Liquids,MonsterHunt,NaliCast,Seeker2,UnrealI,UnrealShare
MH-Revenge][.unr|Ancient,Botpack,Core,DoorsAnc,Egypt,EgyptPan,Engine,GenFX,Liquids,MonsterHunt,Seeker2,UnrealI,UnrealShare
MH-Trials.unr|AlfaFX,AmbAncient,AmbModern,AmbOutside,Ancient,Botpack,Crypt2,DigSh,DoorsAnc,Engine,FireEng,GenEarth,genfluid,GenFX,GreatFire,Liquids,MonsterHunt,ShaneDay,ShaneSky,UnrealI,UnrealShare,UWindow
RA-Akuma.unr|AmbAncient,AmbCity,Ambmodern,AmbOutside,Ancient,BossVoice,Botpack,city,Core,DecayedS,Detail,DoorsAnc,DoorsMod,Engine,FractalFX,GenEarth,genfluid,GenFX,GenIn,GreatFire,HubEffects,Indus1,Indus5,Indus6,Liquids,Lock,Metalmys,Mine,NaliCast,rainfx,RocketArena,shaneDAY,shanesky,Skaarj,skybox,slums,SpaceFX,Starship,TrenchesFX,UnrealI,UnrealShare,UT,utcrypt,UTtech1,UTtech2
RA-Clawfist.unr|AmbModern,AmbOutside,Botpack,Core,Coret_FX,DecayedS,DoorsMod,Engine,GenEarth,GenFluid,genfx,GenIn,Lian-X,Mech8,RocketArena,SpaceFX,UnrealI,UTtech1,UTtech2,UTtech3,XbpFX
RA-Cliffyb.unr|Botpack,Botpck10,city,Core,Coret_FX,Crypt,Crypt2,DecayedS,DoorsAnc,DoorsMod,Engine,GenFX,GenIn,GreatFire,Indus6,Liquids,Metalmys,Mine,NaliCast,NaliFX,Queen,rainfx,RocketArena,ShaneChurch,shanesky,slums,UnrealI,UnrealShare,UT,UTtech1,uttech2,UTtech3
RA-DavidM2.unr|AmbAncient,AmbCity,AmbModern,AmbOutside,Botpack,city,Crypt,DecayedS,DoorsAnc,DoorsMod,Engine,genfluid,GenFX,genin,hubeffects,LavaFX,Liquids,metalmys,Mine,NaliCast,NaliFX,PlayrShp,rainfx,RocketArena,Run,ShaneDay,Slums,UnrealShare,UT,utcrypt,UTtech1,uttech2
RA-DavidM.unr|Ambancient,AmbModern,AmbOutside,Ancient,Botpack,Core,DecayedS,Detail,DoorsAnc,DoorsMod,Editor,Engine,GenFluid,genfx,GenIn,Godown,GreatFire,HubEffects,Indus6,LavaFX,Liquids,Metalmys,mine,NaliCast,NaliFX,of1,PlayrShp,RainFX,RocketArena,shaneDAY,Slums,TCrystal,UMenu,UnrealI,UnrealShare,UT,utcrypt,UTtech1,UTtech2,UTtech3,Xtortion
RA-Ebolt.unr|Ambancient,AmbModern,AmbOutside,Botpack,city,Core,Course,Crypt_FX,DecayedS,DoorsAnc,DoorsMod,Engine,genfx,Indus1,Liquids,Metalmys,Mine,nalicast,NaliFX,RainFX,RocketArena,Run,ShaneChurch,ShaneSky,Skybox,slums,TrenchesFX,UnrealShare,UT,utcrypt,UTtech1,UWindow
RA-GE][.unr|AmbAncient,AmbModern,Botpack,Core,Crypt_FX,DecayedS,DoorsAnc,DoorsMod,Engine,GenEarth,GenFluid,GenFX,GenIn,Indus1,LavaFX,Mine,RocketArena,ShaneSky,SkyCity,Slums,UnrealShare,UTbase1,UTtech1,UTtech2,UTtech3
RA-Heiko.unr|AmbAncient,AmbCity,AmbModern,AmbOutside,Botpack,city,Core,Crypt,Crypt2,DoorsAnc,DoorsMod,Engine,GenEarth,genfluid,GenFX,GenIn,HubEffects,Indus1,Metalmys,mine,RainFX,Razor-ub,RocketArena,ShaneDay,ShaneSky,Skybox,UTMenu,UTtech1,UTtech2,UTtech3
RA-Inoxx.unr|AmbCity,AmbModern,AmbOutside,Botpack,city,Core,DecayedS,DoorsMod,Engine,genfluid,GenFX,GenIn,Liquids,rainfx,RocketArena,Run,Scripted,ShaneChurch,slums,TrenchesFX,UnrealShare,UTtech1,uttech2,UTtech3,XbpFX,XFX,xutfx
RA-Outworld.unr|Ambancient,AmbModern,ArenaTex,Botpack,Core,DoorsMod,Engine,Extro,FractalFX,genfx,GenIn,Indus1,Metalmys,mine,PlayrShp,RainFX,Razor-ub,RocketArena,SpaceFX,Starship,UnrealI,UTtech1,UTtech2,UTtech3,XbpFX
RA-Qwerty.unr|AlfaFX,AmbModern,AmbOutside,Botpack,Core,Crypt,Crypt2,DecayedS,DoorsAnc,DoorsMod,Engine,GenFluid,genfx,Godown,Greatfire,Indus1,Indus6,Liquids,Metalmys,mine,NaliCast,RainFX,RocketArena,SkyCity,Slums,SpaceFX,Starship,TrenchesFX,UnrealI,UnrealShare,UT,utcrypt,UTtech1,UTtech2,XbpFX
RA-Revolver.unr|AmbModern,AmbOutside,Botpack,Core,Coret_FX,Crypt,DecayedS,DoorsMod,Engine,eol,Extro,Fire,genfluid,GenFX,Indus5,Indus6,Liquids,Mech8,Metalmys,Mine,RainFX,RocketArena,ShaneDay,ShaneSky,Slums,SpaceFX,TrenchesFX,UnrealShare,UT,UTtech1,UTtech2,Xtortion
RA-Shinigami.unr|Ambancient,AmbOutside,Ancient,Botpack,Core,Detail,Engine,FractalFX,GenEarth,genfluid,genfx,GenIn,GreatFire,JWSky,LadrArrow,LavaFX,Liquids,NaliCast,NaliFX,RocketArena,ShaneSky,SKYBox,SkyCity,Skyward,Starship,Tcrystal,UnrealI,UnrealShare,uttech2
RA-Warren.unr|Ambancient,AmbCity,AmbModern,AmbOutside,Ancient,Botpack,city,Core,Crypt,DDayFX,DecayedS,DoorsAnc,DoorsMod,Engine,EOL,Extro,FireEng,FractalFX,GenEarth,genfx,GenIn,Godown,hubeffects,Indus6,Indus7,LadrArrow,Metalmys,mine,nalicast,PlayrShp,RocketArena,ShaneChurch,ShaneDay,Skybox,SkyCity,slums,SpaceFX,Starship,TrenchesFX,UnrealI,UnrealShare,UTbase1,UTtech1,UTtech2,UTtech3,XbpFX,Xtortion
